date,word,count
1.9.24,morning,3
1.9.24,broken,1
1.9.24,heart,1
1.9.24,stand,1
1.9.24,family,5
1.9.24,ori,1
1.9.24,danino,1
1.9.24,alex,1
1.9.24,lobanov,1
1.9.24,almog,1
1.9.24,serussi,1
1.9.24,hirsch,1
1.9.24,goldberg,1
1.9.24,polin,1
1.9.24,carmel,1
1.9.24,gat,1
1.9.24,eden,1
1.9.24,yerushalmi,1
1.9.24,blessed,1
1.9.24,memory,1
1.9.24,hour,1
1.9.24,ago,2
1.9.24,informed,1
1.9.24,body,3
1.9.24,loved,1
1.9.24,one,1
1.9.24,found,1
1.9.24,idf,3
1.9.24,force,5
1.9.24,underground,2
1.9.24,tunnel,4
1.9.24,rafah,2
1.9.24,according,1
1.9.24,initial,1
1.9.24,assessment,1
1.9.24,brutally,1
1.9.24,murdered,1
1.9.24,hamas,3
1.9.24,terrorist,2
1.9.24,shortly,1
1.9.24,reached,1
1.9.24,kidnapped,1
1.9.24,alive,1
1.9.24,october,2
1.9.24,7,2
1.9.24,discovered,1
1.9.24,fighting,2
1.9.24,kilometer,1
1.9.24,rescued,1
1.9.24,farhan,2
1.9.24,kadi,1
1.9.24,day,2
1.9.24,since,2
1.9.24,'s,1
1.9.24,discovery,1
1.9.24,instructed,1
1.9.24,act,1
1.9.24,even,1
1.9.24,caution,1
1.9.24,precision,1
1.9.24,understanding,1
1.9.24,may,1
1.9.24,hostage,3
1.9.24,area,2
1.9.24,precise,1
1.9.24,information,1
1.9.24,exact,1
1.9.24,location,1
1.9.24,ongoing,1
1.9.24,ground,1
1.9.24,eliminated,1
1.9.24,battle,1
1.9.24,yesterday,1
1.9.24,still,1
1.9.24,operating,1
1.9.24,moment,1
1.9.24,last,1
1.9.24,night,1
1.9.24,located,1
1.9.24,recovered,1
1.9.24,bringing,1
1.9.24,israel,2
1.9.24,identification,1
1.9.24,process,1
1.9.24,conducted,1
1.9.24,medical,1
1.9.24,personnel,1
1.9.24,443,1
1.9.24,unit,1
1.9.24,police,1
1.9.24,completed,1
1.9.24,representative,1
1.9.24,delivered,1
1.9.24,news,2
1.9.24,share,1
1.9.24,immense,1
1.9.24,pain,2
1.9.24,difficult,1
1.9.24,time,1
1.9.24,word,1
1.9.24,describe,1
1.9.24,unimaginable,1
1.9.24,suffering,1
1.9.24,captivity,1
1.9.24,331,1
1.9.24,endure,1
1.9.24,shake,1
1.9.24,u,1
12.2.24,last,1
12.2.24,night,3
12.2.24,brought,1
12.2.24,luis,5
12.2.24,fernando,5
12.2.24,home,3
12.2.24,joint,1
12.2.24,rescue,3
12.2.24,operation,7
12.2.24,idf,2
12.2.24,shin,5
12.2.24,bet,5
12.2.24,yamam,3
12.2.24,special,2
12.2.24,unit,3
12.2.24,israeli,1
12.2.24,police,2
12.2.24,rescued,1
12.2.24,herr,1
12.2.24,merman,1
12.2.24,kidnapped,1
12.2.24,hamas,3
12.2.24,october,2
12.2.24,7,3
12.2.24,nir,2
12.2.24,yitzhak,1
12.2.24,complex,1
12.2.24,fire,2
12.2.24,heart,2
12.2.24,rafah,2
12.2.24,based,1
12.2.24,sensitive,1
12.2.24,high-quality,1
12.2.24,intelligence,2
12.2.24,division,2
12.2.24,'s,2
12.2.24,operational,1
12.2.24,along,1
12.2.24,force,7
12.2.24,98,1
12.2.24,shayetet,1
12.2.24,13,1
12.2.24,brigade,1
12.2.24,performed,1
12.2.24,professional,1
12.2.24,precise,1
12.2.24,action,1
12.2.24,aerial,2
12.2.24,envelope,2
12.2.24,airstrikes,1
12.2.24,air,2
12.2.24,coordination,1
12.2.24,southern,2
12.2.24,command,4
12.2.24,preparation,1
12.2.24,time,1
12.2.24,waited,1
12.2.24,right,1
12.2.24,condition,1
12.2.24,execute,1
12.2.24,early,1
12.2.24,morning,4
12.2.24,hour,1
12.2.24,1:09,1
12.2.24,broke,2
12.2.24,building,2
12.2.24,held,3
12.2.24,second,1
12.2.24,floor,1
12.2.24,armed,1
12.2.24,terrorist,4
12.2.24,also,2
12.2.24,neighboring,1
12.2.24,moment,2
12.2.24,fighter,2
12.2.24,shielded,1
12.2.24,body,1
12.2.24,fierce,1
12.2.24,firefight,1
12.2.24,many,1
12.2.24,several,1
12.2.24,location,1
12.2.24,1:50,1
12.2.24,managed,1
12.2.24,began,1
12.2.24,operating,1
12.2.24,allow,1
12.2.24,break,1
12.2.24,contact,1
12.2.24,neutralize,1
12.2.24,area,2
12.2.24,point,1
12.2.24,extracted,1
12.2.24,apartment,1
12.2.24,rescuing,1
12.2.24,accompanied,1
12.2.24,providing,1
12.2.24,protection,1
12.2.24,reached,2
12.2.24,safe,1
12.2.24,underwent,1
12.2.24,initial,1
12.2.24,medical,3
12.2.24,examination,1
12.2.24,ground,1
12.2.24,evacuated,1
12.2.24,helicopter,1
12.2.24,669,1
12.2.24,treatment,1
12.2.24,sheba,1
12.2.24,center,3
12.2.24,tel,1
12.2.24,hashomer,1
12.2.24,reunited,1
12.2.24,family,4
12.2.24,great,1
12.2.24,excitement,2
12.2.24,chief,1
12.2.24,staff,1
12.2.24,head,1
12.2.24,commissioner,1
12.2.24,monitored,1
12.2.24,led,1
12.2.24,prime,1
12.2.24,minister,2
12.2.24,defense,1
12.2.24,arrived,1
12.2.24,oversee,1
12.2.24,intense,1
12.2.24,emotional,1
12.2.24,made,1
12.2.24,possible,1
12.2.24,immense,1
12.2.24,sacrifice,2
12.2.24,regular,1
12.2.24,reserve,1
12.2.24,soldier,1
12.2.24,throughout,1
12.2.24,war,1
12.2.24,particularly,1
12.2.24,fell,1
12.2.24,wounded,1
12.2.24,battle,1
12.2.24,without,1
12.2.24,effort,1
12.2.24,would,1
12.2.24,despite,1
12.2.24,following,1
12.2.24,successful,1
12.2.24,forget,1
12.2.24,134,2
12.2.24,hostage,3
12.2.24,still,2
12.2.24,gaza,1
12.2.24,want,1
12.2.24,address,1
12.2.24,hearing,1
12.2.24,know,1
12.2.24,determined,1
12.2.24,bring,2
12.2.24,miss,1
12.2.24,opportunity,1
12.2.24,yesterday,1
12.2.24,visited,1
12.2.24,yaakov,1
12.2.24,oz,1
12.2.24,whose,1
12.2.24,father,1
12.2.24,yair,1
12.2.24,captive,1
12.2.24,daughter,1
12.2.24,shir,1
12.2.24,told,1
12.2.24,since,1
12.2.24,life,1
12.2.24,become,1
12.2.24,one,1
12.2.24,continuous,1
12.2.24,day,2
12.2.24,endless,1
12.2.24,sunrise,1
12.2.24,sunset,1
12.2.24,word,1
12.2.24,left,1
12.2.24,mark,1
12.2.24,sun,2
12.2.24,yet,1
12.2.24,risen,1
12.2.24,two,1
12.2.24,saw,1
12.2.24,rise,1
12.2.24,new,1
12.2.24,continue,1
12.2.24,everything,1
12.2.24,power,1
13.4.24,good,1
13.4.24,evening,1
13.4.24,iran,1
13.4.24,launched,1
13.4.24,unmanned,1
13.4.24,aerial,2
13.4.24,vehicle,1
13.4.24,uavs,1
13.4.24,territory,3
13.4.24,toward,1
13.4.24,israeli,2
13.4.24,monitoring,1
13.4.24,threat,4
13.4.24,airspace,1
13.4.24,take,1
13.4.24,several,1
13.4.24,hour,1
13.4.24,reach,1
13.4.24,idf,3
13.4.24,air,2
13.4.24,force,2
13.4.24,executing,1
13.4.24,pre-prepared,1
13.4.24,plan,2
13.4.24,preparing,1
13.4.24,part,1
13.4.24,preparation,1
13.4.24,gps,1
13.4.24,service,1
13.4.24,unavailable,1
13.4.24,certain,1
13.4.24,area,2
13.4.24,disruption,1
13.4.24,intentional,1
13.4.24,according,1
13.4.24,detect,1
13.4.24,additional,2
13.4.24,shorter,1
13.4.24,arrival,1
13.4.24,time,2
13.4.24,update,3
13.4.24,immediately,1
13.4.24,asked,1
13.4.24,remain,2
13.4.24,alert,2
13.4.24,follow,3
13.4.24,home,3
13.4.24,front,4
13.4.24,command,3
13.4.24,instruction,2
13.4.24,familiar,1
13.4.24,dealt,1
13.4.24,past,1
13.4.24,activated,1
13.4.24,must,1
13.4.24,enter,1
13.4.24,protected,2
13.4.24,space,2
13.4.24,stay,2
13.4.24,least,1
13.4.24,10,1
13.4.24,minutes—no,1
13.4.24,less,1
13.4.24,need,1
13.4.24,longer,1
13.4.24,urge,1
13.4.24,avoid,1
13.4.24,spreading,1
13.4.24,rumor,1
13.4.24,unverified,1
13.4.24,report,1
13.4.24,updated,1
13.4.24,official,1
13.4.24,spokesperson,1
13.4.24,message,1
13.4.24,guideline,2
13.4.24,continue,1
13.4.24,change,1
13.4.24,keep,1
13.4.24,acting,1
13.4.24,responsibly,1
13.4.24,calmly,1
13.4.24,done,1
13.4.24,far,1
13.4.24,make,1
13.4.24,sure,1
13.4.24,fully,2
13.4.24,prepared,2
13.4.24,defense,3
13.4.24,attack,1
13.4.24,advance,1
13.4.24,variety,1
13.4.24,scenario,1
13.4.24,working,1
13.4.24,close,1
13.4.24,cooperation,1
13.4.24,united,1
13.4.24,state,1
13.4.24,regional,1
13.4.24,partner,1
13.4.24,act,1
13.4.24,launch,1
13.4.24,intercept,1
13.4.24,multiple,1
13.4.24,layer,1
13.4.24,security,2
13.4.24,navy,1
13.4.24,along,1
13.4.24,circle,1
13.4.24,u.s.,1
13.4.24,military,1
13.4.24,excellent,1
13.4.24,system,1
13.4.24,currently,1
13.4.24,operational,1
13.4.24,however,1
13.4.24,remember,1
13.4.24,never,1
13.4.24,airtight,1
13.4.24,crucial,1
13.4.24,listen,1
13.4.24,'s,1
13.4.24,instructions—they,1
13.4.24,save,1
13.4.24,life,1
14.4.24,good,1
14.4.24,evening,1
14.4.24,short,1
14.4.24,ago,1
14.4.24,iran,1
14.4.24,launched,2
14.4.24,dozen,3
14.4.24,surface-to-surface,1
14.4.24,missile,5
14.4.24,territory,2
14.4.24,toward,1
14.4.24,israel,2
14.4.24,vast,1
14.4.24,majority,1
14.4.24,intercepted,4
14.4.24,outside,3
14.4.24,'s,2
14.4.24,border,2
14.4.24,air,3
14.4.24,defense,2
14.4.24,system,2
14.4.24,land,1
14.4.24,point,1
14.4.24,know,1
14.4.24,one,1
14.4.24,injured,1
14.4.24,child,1
14.4.24,minor,2
14.4.24,damage,2
14.4.24,idf,4
14.4.24,infrastructure,2
14.4.24,base,2
14.4.24,south,2
14.4.24,repeat,1
14.4.24,addition,1
14.4.24,force,1
14.4.24,plane,1
14.4.24,ten,1
14.4.24,cruise,2
14.4.24,countryג€™s,1
14.4.24,unmanned,1
14.4.24,aerial,1
14.4.24,vehicle,1
14.4.24,also,1
14.4.24,israeli,2
14.4.24,airspace,1
14.4.24,total,1
14.4.24,200,1
14.4.24,threat,4
14.4.24,incident,1
14.4.24,yet,1
14.4.24,continue,3
14.4.24,intercept,1
14.4.24,incoming,1
14.4.24,including,1
14.4.24,uavs,1
14.4.24,possibly,1
14.4.24,still,2
14.4.24,fully,1
14.4.24,deployed,2
14.4.24,aircraft,1
14.4.24,providing,1
14.4.24,although,1
14.4.24,reiterate,1
14.4.24,risk,1
14.4.24,taken,1
14.4.24,please,2
14.4.24,follow,1
14.4.24,home,2
14.4.24,front,3
14.4.24,command,2
14.4.24,guideline,1
14.4.24,save,1
14.4.24,life,1
14.4.24,mentioned,1
14.4.24,event,1
14.4.24,ongoing,1
14.4.24,alert,1
14.4.24,provide,1
14.4.24,sufficient,1
14.4.24,warning,1
14.4.24,area,1
14.4.24,strongly,1
14.4.24,across,1
14.4.24,prepared,2
14.4.24,development,2
14.4.24,scenario,1
14.4.24,advance,1
14.4.24,operating,1
14.4.24,according,1
14.4.24,well-defined,1
14.4.24,plan,1
14.4.24,adhere,1
14.4.24,instruction,1
14.4.24,demonstrate,1
14.4.24,responsibility,1
14.4.24,calm,1
14.4.24,youג€™ve,1
14.4.24,shown,1
14.4.24,throughout,1
14.4.24,recent,1
14.4.24,hour,1
14.4.24,everything,1
14.4.24,necessary,1
14.4.24,protect,1
14.4.24,security,1
14.4.24,civilian,1
14.4.24,update,1
14.4.24,operational,1
14.4.24,good,1
14.4.24,morning,1
14.4.24,last,7
14.4.24,night,6
14.4.24,iran,6
14.4.24,launched,4
14.4.24,attack,2
14.4.24,israel,4
14.4.24,firing,1
14.4.24,300,1
14.4.24,various,1
14.4.24,threat,5
14.4.24,iranian,2
14.4.24,met,1
14.4.24,superior,1
14.4.24,air,13
14.4.24,technological,2
14.4.24,capability,4
14.4.24,idf,2
14.4.24,combined,1
14.4.24,strong,2
14.4.24,fighting,1
14.4.24,coalition,1
14.4.24,together,1
14.4.24,intercepted,5
14.4.24,vast,1
14.4.24,majority,1
14.4.24,99,1
14.4.24,toward,3
14.4.24,significant,1
14.4.24,strategic,1
14.4.24,achievement,1
14.4.24,approximately,1
14.4.24,170,1
14.4.24,unmanned,1
14.4.24,aerial,1
14.4.24,vehicle,1
14.4.24,none,3
14.4.24,penetrated,4
14.4.24,israeli,3
14.4.24,territory,3
14.4.24,dozen,2
14.4.24,force,8
14.4.24,fighter,2
14.4.24,jet,3
14.4.24,defense,7
14.4.24,system,3
14.4.24,ally,1
14.4.24,30,1
14.4.24,cruise,1
14.4.24,missile,3
14.4.24,25,1
14.4.24,outside,1
14.4.24,border,1
14.4.24,120,1
14.4.24,ballistic,1
14.4.24,rest,1
14.4.24,hit,1
14.4.24,landed,1
14.4.24,nevatim,2
14.4.24,base,6
14.4.24,causing,1
14.4.24,minor,1
14.4.24,infrastructure,1
14.4.24,damage,2
14.4.24,see,2
14.4.24,remains,1
14.4.24,operational,1
14.4.24,continues,1
14.4.24,carry,1
14.4.24,mission,4
14.4.24,image,1
14.4.24,runway,1
14.4.24,thought,1
14.4.24,could,1
14.4.24,cripple,1
14.4.24,thus,1
14.4.24,failed,1
14.4.24,plane,2
14.4.24,continue,3
14.4.24,take,1
14.4.24,land,2
14.4.24,carrying,1
14.4.24,offense,1
14.4.24,including,3
14.4.24,f-35s,1
14.4.24,returning,1
14.4.24,soon,1
14.4.24,addition,1
14.4.24,launch,2
14.4.24,several,1
14.4.24,iraq,1
14.4.24,yemen,1
14.4.24,hour,1
14.4.24,rocket,1
14.4.24,fired,1
14.4.24,lebanon,2
14.4.24,north,1
14.4.24,casualty,2
14.4.24,struck,1
14.4.24,hezbollah,1
14.4.24,target,2
14.4.24,across,1
14.4.24,radwan,1
14.4.24,numerous,1
14.4.24,aircraft,1
14.4.24,continued,1
14.4.24,past,1
14.4.24,six,1
14.4.24,month,1
14.4.24,working,1
14.4.24,close,1
14.4.24,coordination,1
14.4.24,partner,1
14.4.24,primarily,1
14.4.24,united,1
14.4.24,state,1
14.4.24,central,1
14.4.24,command,2
14.4.24,uk,1
14.4.24,france,1
14.4.24,country,1
14.4.24,involved,1
14.4.24,nightג€™s,2
14.4.24,operation,2
14.4.24,partnership,1
14.4.24,always,1
14.4.24,demonstrated,1
14.4.24,exceptional,1
14.4.24,manner,1
14.4.24,conducted,2
14.4.24,highly,1
14.4.24,complex,1
14.4.24,excellent,1
14.4.24,execution,1
14.4.24,intelligence,1
14.4.24,division,1
14.4.24,leadership,2
14.4.24,chief,2
14.4.24,staff,2
14.4.24,center,1
14.4.24,alert,1
14.4.24,proved,1
14.4.24,extraordinary,1
14.4.24,professionalism,1
14.4.24,military,1
14.4.24,superiority,1
14.4.24,thanks,1
14.4.24,factor,1
14.4.24,planned,1
14.4.24,thwarted,1
14.4.24,unfortunately,1
14.4.24,10-year-old,1
14.4.24,girl,1
14.4.24,severely,1
14.4.24,injured,1
14.4.24,shrapnel,1
14.4.24,wish,1
14.4.24,speedy,1
14.4.24,recovery,1
14.4.24,aside,1
14.4.24,far,1
14.4.24,know,1
14.4.24,however,1
14.4.24,itג€™s,1
14.4.24,important,1
14.4.24,note,1
14.4.24,event,1
14.4.24,remain,2
14.4.24,prepared,1
14.4.24,development,3
14.4.24,additional,1
14.4.24,home,3
14.4.24,front,2
14.4.24,commandג€™s,1
14.4.24,guideline,2
14.4.24,place,1
14.4.24,restriction,1
14.4.24,education,1
14.4.24,overnight,1
14.4.24,stay,1
14.4.24,campsite,1
14.4.24,trip,1
14.4.24,change,1
14.4.24,update,1
14.4.24,immediately,1
14.4.24,transparency,1
14.4.24,responsibility,1
14.4.24,exemplary,1
14.4.24,behavior,1
14.4.24,throughout,2
14.4.24,commendable,1
14.4.24,necessary,2
14.4.24,acting,1
14.4.24,responsibly,1
14.4.24,calmly,1
14.4.24,without,1
14.4.24,panic,1
14.4.24,everything,3
14.4.24,ensure,1
14.4.24,public,1
14.4.24,receives,1
14.4.24,timely,1
14.4.24,relevant,1
14.4.24,information,1
14.4.24,situational,1
14.4.24,assessment,1
14.4.24,response,1
14.4.24,reviewed,1
14.4.24,plan,1
14.4.24,future,1
14.4.24,presented,1
14.4.24,political,1
14.4.24,took,1
14.4.24,serious,1
14.4.24,action,1
14.4.24,pushing,1
14.4.24,middle,1
14.4.24,east,1
14.4.24,escalation,1
14.4.24,protect,1
14.4.24,citizen,1
14.4.24,alongside,1
14.4.24,forgotten,1
14.4.24,moment,1
14.4.24,133,1
14.4.24,hostage,1
14.4.24,still,1
14.4.24,held,1
14.4.24,gaza,1
14.4.24,bring,1
14.4.24,quickly,1
14.4.24,possible,1
19.10.23,13th,1
19.10.23,day,2
19.10.23,war,4
19.10.23,gaza,4
19.10.23,past,2
19.10.23,24,2
19.10.23,hour,3
19.10.23,destroyed,1
19.10.23,attacked,1
19.10.23,numerous,1
19.10.23,terror,2
19.10.23,infrastructure,1
19.10.23,focus,1
19.10.23,sajaiya,1
19.10.23,neighborhood,1
19.10.23,continued,2
19.10.23,eliminate,1
19.10.23,nukhba,1
19.10.23,terrorist,4
19.10.23,according,1
19.10.23,intelligence,2
19.10.23,shin,1
19.10.23,bet,1
19.10.23,also,3
19.10.23,eliminated,1
19.10.23,senior,1
19.10.23,member,1
19.10.23,popular,1
19.10.23,resistance,1
19.10.23,committee,1
19.10.23,one,1
19.10.23,main,2
19.10.23,organization,2
19.10.23,strip,1
19.10.23,idf,2
19.10.23,force,9
19.10.23,carried,1
19.10.23,raid,2
19.10.23,along,2
19.10.23,front,4
19.10.23,line,1
19.10.23,purpose,1
19.10.23,improve,2
19.10.23,situation,1
19.10.23,attack,4
19.10.23,zone,2
19.10.23,continue,7
19.10.23,gathering,2
19.10.23,information,3
19.10.23,issue,2
19.10.23,missing,1
19.10.23,person,1
19.10.23,hostage,5
19.10.23,want,2
19.10.23,emphasize,2
19.10.23,public,3
19.10.23,task,1
19.10.23,clearing,1
19.10.23,area,2
19.10.23,still,1
19.10.23,regard,1
19.10.23,border,2
19.10.23,region,1
19.10.23,combat,2
19.10.23,searching,1
19.10.23,checking,2
19.10.23,yesterday,1
19.10.23,captured,1
19.10.23,exhausted,1
19.10.23,way,1
19.10.23,arrested,1
19.10.23,interrogated,1
19.10.23,must,2
19.10.23,finish,1
19.10.23,scanning,1
19.10.23,ensure,3
19.10.23,left,1
19.10.23,north,1
19.10.23,overnight,1
19.10.23,air,1
19.10.23,extensive,1
19.10.23,military,1
19.10.23,position,1
19.10.23,hezbollah,3
19.10.23,logic,1
19.10.23,behind,1
19.10.23,strike,2
19.10.23,target,1
19.10.23,reconnaissance,1
19.10.23,observation,1
19.10.23,system,2
19.10.23,response,2
19.10.23,fire,1
19.10.23,directed,1
19.10.23,israel,2
19.10.23,israeli,1
19.10.23,territory,1
19.10.23,met,1
19.10.23,significant,1
19.10.23,u,2
19.10.23,remain,1
19.10.23,strongly,1
19.10.23,deployed,1
19.10.23,alert,1
19.10.23,northern,1
19.10.23,command,3
19.10.23,effort,2
19.10.23,full,2
19.10.23,operational,4
19.10.23,readiness,1
19.10.23,next,1
19.10.23,stage,1
19.10.23,involves,1
19.10.23,training,1
19.10.23,preparing,1
19.10.23,plan,1
19.10.23,logistical,1
19.10.23,supply,1
19.10.23,equipment,4
19.10.23,protective,1
19.10.23,gear,1
19.10.23,personal,1
19.10.23,ground,3
19.10.23,done,2
19.10.23,prioritized,1
19.10.23,order,1
19.10.23,entering,2
19.10.23,first,1
19.10.23,receiving,1
19.10.23,range,1
19.10.23,encourage,1
19.10.23,personnel,1
19.10.23,including,1
19.10.23,parent,1
19.10.23,active-duty,1
19.10.23,soldier,2
19.10.23,reservist,1
